date,open,high,low,close,volume,instrument_key
2025-03-18,2039.0,2074.0,2001.0,2062.0,78800.0,NSE_EQ|INE342J01019
2025-03-19,2067.0,2067.0,2001.0,2015.0,41074.0,NSE_EQ|INE342J01019
2025-03-20,2015.0,2043.0,1974.0,1979.0,50354.0,NSE_EQ|INE342J01019
2025-03-21,1976.0,2009.0,1975.0,1998.0,43749.0,NSE_EQ|INE342J01019
2025-03-24,2014.0,2044.0,2000.0,2009.0,85831.0,NSE_EQ|INE342J01019
2025-03-25,2020.0,2034.0,1984.0,2000.0,79190.0,NSE_EQ|INE342J01019
2025-03-26,2017.0,2142.0,2017.0,2115.0,858698.0,NSE_EQ|INE342J01019
2025-03-27,2137.0,2148.0,2063.0,2110.0,377157.0,NSE_EQ|INE342J01019
2025-03-28,2100.0,2261.0,2100.0,2166.0,376227.0,NSE_EQ|INE342J01019
2025-04-01,2134.0,2217.0,2131.0,2184.0,132178.0,NSE_EQ|INE342J01019
2025-04-02,2159.0,2218.0,2134.0,2208.0,87534.0,NSE_EQ|INE342J01019
2025-04-03,2176.0,2207.0,2146.0,2190.0,88458.0,NSE_EQ|INE342J01019
2025-04-04,2200.0,2209.0,2105.0,2190.0,71554.0,NSE_EQ|INE342J01019
2025-04-07,2005.0,2150.0,2005.0,2128.0,104235.0,NSE_EQ|INE342J01019
2025-04-08,2167.0,2183.0,2109.0,2121.0,44793.0,NSE_EQ|INE342J01019
2025-04-09,2117.0,2139.0,2002.0,2013.0,80492.0,NSE_EQ|INE342J01019
2025-04-11,2050.0,2111.0,2044.0,2075.0,81920.0,NSE_EQ|INE342J01019
2025-04-15,2075.0,2215.0,2070.0,2201.0,68596.0,NSE_EQ|INE342J01019
2025-04-16,2208.0,2266.0,2191.0,2248.0,68740.0,NSE_EQ|INE342J01019
2025-04-17,2250.0,2279.0,2192.0,2217.0,56365.0,NSE_EQ|INE342J01019
2025-04-21,2248.0,2257.0,2163.0,2175.0,48518.0,NSE_EQ|INE342J01019
2025-04-22,2175.0,2245.0,2151.0,2163.0,122735.0,NSE_EQ|INE342J01019
2025-04-23,2151.0,2164.0,2107.0,2150.0,79850.0,NSE_EQ|INE342J01019
2025-04-24,2150.0,2211.0,2150.0,2182.0,41458.0,NSE_EQ|INE342J01019
2025-04-25,2195.0,2198.0,2081.0,2102.0,62142.0,NSE_EQ|INE342J01019
2025-04-28,2100.0,2132.0,2088.0,2098.0,28848.0,NSE_EQ|INE342J01019
2025-04-29,2119.0,2120.0,2067.0,2074.0,38146.0,NSE_EQ|INE342J01019
2025-04-30,2085.0,2117.0,2057.0,2088.0,124643.0,NSE_EQ|INE342J01019
2025-05-02,2077.0,2100.0,2017.0,2028.0,52909.0,NSE_EQ|INE342J01019
2025-05-05,2040.0,2048.0,2014.0,2023.0,32040.0,NSE_EQ|INE342J01019
2025-05-06,2042.0,2051.0,2001.0,2011.0,36959.0,NSE_EQ|INE342J01019
2025-05-07,2001.0,2081.0,2000.0,2071.0,37349.0,NSE_EQ|INE342J01019
2025-05-08,2051.0,2127.0,2051.0,2106.0,57858.0,NSE_EQ|INE342J01019
2025-05-09,2069.0,2108.0,2036.0,2091.0,35249.0,NSE_EQ|INE342J01019
2025-05-12,2120.0,2168.0,2120.0,2161.0,25183.0,NSE_EQ|INE342J01019
2025-05-13,2183.0,2208.0,2147.0,2190.0,35741.0,NSE_EQ|INE342J01019
2025-05-14,2202.0,2228.0,2186.0,2208.0,40558.0,NSE_EQ|INE342J01019
2025-05-15,2220.0,2260.0,2214.0,2247.0,57007.0,NSE_EQ|INE342J01019
2025-05-16,2247.0,2281.0,2157.0,2204.0,139922.0,NSE_EQ|INE342J01019
2025-05-19,2217.0,2309.0,2197.0,2279.0,57367.0,NSE_EQ|INE342J01019
2025-05-20,2279.0,2279.0,2200.0,2207.0,64523.0,NSE_EQ|INE342J01019
2025-05-21,2219.0,2239.0,2198.0,2202.0,39340.0,NSE_EQ|INE342J01019
2025-05-22,2214.0,2216.0,2150.0,2180.0,26425.0,NSE_EQ|INE342J01019
2025-05-23,2202.0,2213.0,2138.0,2149.0,40858.0,NSE_EQ|INE342J01019
2025-05-26,2162.0,2200.0,2157.0,2182.0,35081.0,NSE_EQ|INE342J01019
2025-05-27,2195.0,2209.0,2156.0,2173.0,63875.0,NSE_EQ|INE342J01019
2025-05-28,2185.0,2200.0,2126.0,2132.0,56413.0,NSE_EQ|INE342J01019
2025-05-29,2149.0,2163.0,2107.0,2116.0,95225.0,NSE_EQ|INE342J01019
2025-05-30,2129.0,2238.0,2107.0,2228.0,162531.0,NSE_EQ|INE342J01019
2025-06-02,2236.0,2300.0,2210.0,2242.0,75399.0,NSE_EQ|INE342J01019
2025-06-03,2242.0,2305.0,2232.0,2247.0,120834.0,NSE_EQ|INE342J01019
2025-06-04,2267.0,2282.0,2212.0,2251.0,139640.0,NSE_EQ|INE342J01019
2025-06-05,2263.0,2273.0,2206.0,2221.0,90714.0,NSE_EQ|INE342J01019
2025-06-06,2300.0,2367.0,2256.0,2310.0,595885.0,NSE_EQ|INE342J01019
2025-06-09,2327.0,2375.0,2292.0,2317.0,228392.0,NSE_EQ|INE342J01019
2025-06-10,2317.0,2329.0,2251.0,2261.0,170300.0,NSE_EQ|INE342J01019
2025-06-11,2274.0,2274.0,2225.0,2248.0,114145.0,NSE_EQ|INE342J01019
2025-06-12,2245.0,2259.0,2210.0,2217.0,54109.0,NSE_EQ|INE342J01019
2025-06-13,2192.0,2253.0,2178.0,2233.0,50930.0,NSE_EQ|INE342J01019
2025-06-16,2218.0,2245.0,2154.0,2221.0,122478.0,NSE_EQ|INE342J01019
2025-06-17,2233.0,2233.0,2183.0,2202.0,53929.0,NSE_EQ|INE342J01019
2025-06-18,2214.0,2229.0,2189.0,2221.0,48086.0,NSE_EQ|INE342J01019
2025-06-19,2209.0,2230.0,2178.0,2200.0,86803.0,NSE_EQ|INE342J01019
2025-06-20,2200.0,2225.0,2167.0,2202.0,279928.0,NSE_EQ|INE342J01019
2025-06-23,2208.0,2208.0,2155.0,2175.0,149496.0,NSE_EQ|INE342J01019
2025-06-24,2209.0,2209.0,2169.0,2192.0,53737.0,NSE_EQ|INE342J01019
2025-06-25,2190.0,2223.0,2184.0,2214.0,61110.0,NSE_EQ|INE342J01019
2025-06-26,2215.0,2241.0,2195.0,2235.0,30000.0,NSE_EQ|INE342J01019
2025-06-27,2241.0,2263.0,2219.0,2250.0,72933.0,NSE_EQ|INE342J01019
2025-06-30,2252.0,2264.0,2202.0,2232.0,33011.0,NSE_EQ|INE342J01019
2025-07-01,2245.0,2246.0,2200.0,2228.0,71320.0,NSE_EQ|INE342J01019
2025-07-02,2250.0,2255.0,2185.0,2197.0,172394.0,NSE_EQ|INE342J01019
2025-07-03,2200.0,2246.0,2200.0,2224.0,51704.0,NSE_EQ|INE342J01019
2025-07-04,2244.0,2244.0,2207.0,2212.0,30006.0,NSE_EQ|INE342J01019
2025-07-07,2225.0,2252.0,2151.0,2190.0,79790.0,NSE_EQ|INE342J01019
2025-07-08,2190.0,2211.0,2170.0,2204.0,38446.0,NSE_EQ|INE342J01019
2025-07-09,2200.0,2210.0,2181.0,2196.0,50912.0,NSE_EQ|INE342J01019
2025-07-10,2208.0,2208.0,2164.0,2177.0,24667.0,NSE_EQ|INE342J01019
2025-07-11,2177.0,2183.0,2148.0,2159.0,46047.0,NSE_EQ|INE342J01019
2025-07-14,2145.0,2181.0,2134.0,2166.0,52801.0,NSE_EQ|INE342J01019
2025-07-15,2168.0,2209.0,2155.0,2193.0,33659.0,NSE_EQ|INE342J01019
2025-07-16,2200.0,2200.0,2173.0,2178.0,39052.0,NSE_EQ|INE342J01019
